Cod.,Ativo,3. Idade,4. Genero,5. Regiao,6. Estado,7. Cidade,8. Religiao,Religiao_codificado(8),9. Vinculo,10. Nome_da_ONG,11. Nome_da_CEUA,CEUA_unificada(11),12. Instituicao,13. Departamento,14. Natureza_Inst,15. Representante_SPA,16. Quant_membros_CEUA,17. No_licencas_recusadas,18. No_consultores_adhoc,19. Freq_cursos,20. Outros_encontros,21. Metodo_decisao,22. Periodicidade_das_reunioes,23. SPA_assume_relatoria,24. Opiniao_SPA_deve_assumir_relatoria,25. Justifique_dever_assumir_relatoria_aberta,Justifique_dever_assumir_relatoria_codificado(25),26. SPA_deve_ter_formacao,27. Justifique_SPA_deve_ter_formacao_aberta,Justifique_SPA_deve_ter_formacao_aberta_codificado(27),28. Papel_na_CEUA,Papel_na_CEUA_codificado(28),29. Area_formacao_academica,Area_formacao_academica_unificado(29),30. Escolaridade,31. Area_em_que_usa_animais_lista,32. Funcao_administrativa_na_CEUA,Funcao_administrativa_na_CEUA_codificado(32),33. Tempo_de_CEUA,"tempo_de_CEUA_em_anos_avg(33,34)",34. Tempo_de_CEUA_acima_4_anos,35. Conhecimento_formal_em_etica_escala,36. Ensino_de_etica_na_sua_formação_escala,37. Ensino_de_bem-estar_animal_na_sua_formacao_escala,38. Disciplinas_cursadas_na_graduacao_lista,Disciplinas_cursadas_no_Mestrado_lista,Disciplinas_cursadas_no_Doutorado_lista,Disciplinas_cursadas_na_Especialização_lista,Disciplinas_cursadas_em_Curso_de_Extensão_lista,39. Aptidao_para_avaliacoes_eticas_escala,40. Aptidao_para_avaliacoes_de_bem-estar_animal_escala,41. Dificuldade_em_compreender_protocolos,42. Necessidade_de_uso_de_modelos_animais_escala,43. Necessidade_de_uso_de_animais_na_alimentacao_escala,44. Experimentacao_animal_e_um_mal_necessario,45. Justifique_experimentacao_animal_ser_mal_necessario_aberta,Justifique_experimentacao_animal_ser_mal_necessario_codificado(45),46. Experimentos_cientificos_implicam_sofrimento_animal_escala,47. Na_avaliacao_de_danos_e_beneficios_o_que_e_importante_aberta,Na_avaliacao_de_danos_e_beneficios_o_que_e_importante_codificada(47),48. Formas_aceitaveis_de_uso_de_animais_lista,49. Grau_de_sofrimento_dos_animais_escala,50. Vegano_ou_vegetariano_binario,"51. Termos_sobre_o_papel_dos_animais
_fechada",52. Termo_sobre_o_papel_dos_animais_aberta,53. Vontade_para_manifestar_posicionamento,54. Sente-se_discriminado_nas_reunioes,55. Suas_colocacoes_sao_respeitadas,56. Ha_resistencia_as_suas_propostas,57. Demais_membros_atribuem_o_mesmo_nivel_de_preocupacao,58. Sente-se_estressado_nas_reunioes,59. Receio_de_aceitar_ou_rejeitar_protocolo,60. Membros_tem_receio_de_rejeitar_protocolos,61. Ao_avaliar_projeto_de_membro_ele_deve_se_ausentar,62. Membros_que_pesquisam_com_modelos_animais_minimizam_o_sofrimento_deles,63. O_quanto_a_CEUA_se_baseia_no_principio_dos_3Rs_escala,64. Comentario_sobre_CEUAs
60,True,Entre 31 e 40 anos,Masculino,Sudeste,SP,Dracena,Catolicismo,2,Não,,Comissão de Ética em Uso de Animais,UNESP_FCAT,Faculdade de Ciências Agrárias e Tecnológicas - FCAT/Unesp,Faculdade de Ciências Agrárias e Tecnológicas - FCAT/Unesp,Pública,Não há representante da sociedade protetora de animais,Entre 10 e 14,Não sei dizer,Não sei dizer,Raramente,Raramente,Votação e consenso,Uma vez por mês,Não há representante da sociedade protetora de animais,Não tenho opinião sobre isso,Acredito que o Sim ou o Não para a resposta anterior deva ser criterioso com discussão ampla e conhecimento técnico da pessoa.,3,Sim,Assim como faz-se necessária a formação para a inclusão de formados em Biologia e em Medicina Veterinária.,1,Docente,3,Ciências Biológicas,Ciências Biológicas,Doutorado,Não uso animais,Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,4,3,2,Etologia,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,"Bioética, Ética em pesquisa",4,4,Raramente,1,3,Não,Existem avanços tecnológicos que podem suprir essa necessidade.,2,3,"Discussão ampla, anterioridades e embasamento científico.",1,"Produção de alimentos/agropecuária, Pesquisa aplicada, Pesquisas agropecuárias",2,Sim,Sujeitos de pesquisa,,5,Nunca,Constantemente,Raramente,Constantemente,Raramente,Raramente,Nunca,Não,Raramente,5,
61,True,Entre 41 e 50 anos,Masculino,Nordeste,BA,Salvador,Espiritismo,4,Não,,CEUA ICS-UFBA,UFBA_ICS,Universidade Federal da Bahia,Instituto de Ciencias da Saúde,Pública,Não há representante da sociedade protetora de animais,Entre 10 e 14,Não sei dizer,0,Frequentemente,Raramente,Votação e consenso,Uma vez por mês,Não há representante da sociedade protetora de animais,Sim,"Se ele foi nomeado para participar de uma CEUA, possui instrução pra uma avaliação ética de protocolo de pesquisa.",4,Sim,Imagino que ele deva possuir alguma grau de instrução para essa função.,1,Médico(a) Veterinário (a),5,Médico Vetrinario,Veterinária,Doutorado,Vacinas/imunologia,Coordenador,1,Acima de 4 anos,8,8 anos,4,3,3,Bioética,Bioética,"Bem-estar animal, Bioética, Ética em pesquisa","Nenhuma dessas disciplinas, Não fiz essa modalidade acadêmica","Bem-estar animal, Bioética, Etologia, Ética animal, Ética em pesquisa, Filosofia moral, Direitos dos animais",4,4,Raramente,4,2,Sim,Infelizmente é a escolha da maioria dos pesquisadores,3,5,A pesquisa deve trazer benefícios e impacto social,3,"Produção de alimentos/agropecuária, Pesquisa básica, Pesquisa aplicada, Pesquisas agropecuárias",3,Sim,Sujeitos de pesquisa,,5,Nunca,Constantemente,Nunca,Frequentemente,Nunca,Nunca,Nunca,Sim,Nunca,5,"Possuem papel importante nas instituições, carregam uma responsabilidade muitas vezes não reconhecida e possuem muita dificuldade em agregar membros de sociedade protetora de animais."
62,True,Entre 31 e 40 anos,Masculino,Nordeste,BA,Ibiassucê,Catolicismo,2,Não,,CEUA - UNIFG,UNIFG,UNIFG,UNIFG,Privada,"Sim, titular e suplente",Entre 5 e 9,3,Não sei dizer,Raramente,Raramente,Votação e consenso,A cada quinze dias,Não sei dizer,Sim,"Acredito que não teria nenhum problema, pelo menos na instituição em que trabalho.",0,Não,O entendimento sobre animais não está apenas nos que são acadêmicos.,3,Médico(a) Veterinário (a),5,Epidemiologia; Fisiologia,Saúde Pública; Fisiologia; Saúde Pública,Mestrado,"Ensino, Diagnóstico de doenças, Pesquisa básica",Não ocupo nenhuma função administrativa,2,De 1 ano a 1 ano e meio,1.25,,4,3,4,"Bem-estar animal, Bioética, Etologia, Ética animal, Filosofia moral, Direitos dos animais","Bem-estar animal, Bioética, Ética animal, Ética em pesquisa, Filosofia moral, Direitos dos animais",Nenhuma dessas disciplinas,"Bem-estar animal, Bioética, Ética em pesquisa, Direitos dos animais","Bem-estar animal, Etologia",4,4,Raramente,4,4,Não,"A experimentação animal quando respeitado tudo não é um ""mal"".",1,1,Não concordo que tenha danos em animais.,0,"Produção de alimentos/agropecuária, Pesquisa básica, Pesquisa aplicada, Ensino, Esportes, Pesquisas agropecuárias",0,Não,Não sei dizer,,5,Nunca,Constantemente,Nunca,Constantemente,Nunca,Nunca,Nunca,Sim,Frequentemente,4,
63,True,Entre 21 e 30 anos,Masculino,Sudeste,SP,São José do Rio Preto,Catolicismo,2,Não,,Ceua,UNESP_IBILCE,Unesp,"Instituto de biociencias, letras e ciências exatas - ibilce",Pública,"Sim, titular e suplente",Entre 10 e 14,Não sei dizer,Não sei dizer,Frequentemente,Constantemente,Votação e consenso,Uma vez por mês,Sim,Sim,Sim,0,Sim,Sim,0,Médico(a) Veterinário (a),5,Médico veterinário,Veterinária,Graduação,"Ensino, Testes de drogas, Testes toxicológicos, Vacinas/imunologia, Diagnóstico de doenças, Pesquisa básica, Pesquisa aplicada, Manutenção de invertebrados, Manutenção de microorganismos",Não ocupo nenhuma função administrativa,2,Acima de 4 anos,4,4 anos,5,5,5,Bem-estar animal,Bem-estar animal,Bem-estar animal,Bioética,Etologia,5,5,Raramente,5,5,Sim,Para melhores dados fisiológicos,8,5,Se há sofrimento,6,"Produção de alimentos/agropecuária, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada",1,Sim,Objetos de pesquisa,,5,Nunca,Constantemente,Raramente,Constantemente,Nunca,Nunca,Nunca,Não,Constantemente,5,
64,True,Entre 31 e 40 anos,Masculino,Sul,SC,Florianópolis,Catolicismo,2,Não,,CEUA/UNISUL,UNISUL,Universidade do Sul de Santa Catarina,Pró-reitoria Acadêmica,Privada,"Sim, apenas titular",Entre 10 e 14,Entre 10 e 14,0,Frequentemente,Frequentemente,Votação e consenso,Uma vez por mês,Sim,Não,"Em nosso caso o representante é um Médico Veterinário e Professor, justificando sua campacidade técnica e experiência para avaliar propostas de estudo, no caso de ser uma pessoa leiga ou sem formação na área (apenas representante de SPA) considero não apto a elaborar parecer, salvo pessoas de notótio saber e que aceitem participar de capacitações acerca da legislação pertinente, sem desmerecimento de causa.",1,Sim,"Deve-se separar atuação pró-causa de fanatismo e atitude anti-científica, para tal a formação em nível superior, e adequação ao ambiente acadêmico se fazem fundamentais.  Não há como cogitar avaliar propostas sem uma formação prévia, experiência ou saber fundamentado em registro profissional, podendo representantes/pareceristas ineptos virem a prejudicar programas de pesquisa e/ou proponentes de estudos, sem mencionar a responsabilidade legal da CEUA para com estes cenários supracitados. Os membros de SPA geralmente possuem direito à voto na decisão/deliberação de propostas nas CEUAs, aos que possuírem formação (e/ou capacidade técnica) a apreciação de projetos é facultativa - conduta legal, haja vista a não descrição pormenorizada da atribuição de tarefas para com estes e suas respectivas Comissões (âmbito geral legal do CONCEA, cada CEUA pode aditar seu regimento).",1,Médico(a) Veterinário (a),5,"Medicina Veterinária, Ciências da Saúde (mestrado) e leciono Técnica Operatória há 13 anos.",Veterinária; Ciências da Saúde; Educação,Mestrado,"Ensino, Pesquisa básica",Coordenador,1,Acima de 4 anos,11,11 anos.,5,4,3,"Bem-estar animal, Bioética, Etologia, Ética animal","Bem-estar animal, Ética animal, Ética em pesquisa",Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,"Bem-estar animal, Bioética, Ética animal, Ética em pesquisa",5,5,Raramente,5,5,Sim,"Os avanços da área médica baseiam-se majoritariamente em experimentos de ciência básica e aplicada, muitos baseados em modelos animais (pré-clínicos e experimentais), sendo que a maioria dos adventos da área médica chegam à Médicina Veterinária (mediante sedimentação de conhecimento e adequação de custo) mediante tais estudos. Negar a importância da experimentação é abraçar o desconhecimento da causa: deve-se prezar pelo uso sustentável, ético e científico, pois somente desta forma o conhecimento poderia reverter-se à preservação das espécies (inclusive as utilizadas).",1,1,"Seguir a legislação, observar as metodológicas alternativas (quando aceitas pela ANVISA e aplicáveis), e seguir o uso racional e princípios dos 3Rs. Monitoramento do stress, ambiência, acompanhamento profissional são fundamentais, sem mencionar a questão da padronização técnica de laboratórios e instalações animais (física e de pessoal).",7,"Produção de alimentos/agropecuária, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Pesquisa básica, Pesquisa aplicada, Ensino, Vestuário, Zoológico, Pesquisas agropecuárias",1,Não,"O animal é um indivíduo, de percepção e comportamento únicos, despersonalizado por lei, mas senciente","Não seria termo, mas sim papel: importante e fundamental, devendo ser tratado com todo o respeito e zelo possíveis.",5,Raramente,Constantemente,Nunca,Constantemente,Raramente,Raramente,Raramente,Não,Nunca,5,"Considero que o maior desafio é desmistificar a ideia do ""julgamento de mérito"" por parte das Comissões, do fanatismo disfarçado consonante à oposição para com as mudanças legais necessárias (em contraponto extremo). O conhecimento é construído a cada passo da nossa formação, a experimentação tem e terá sua importância e necessidade, entretanto temos de nos adequar a evolução da ciência sem esquecer do peso de nossas responsabilidades como pareceristas e membros."
65,True,Entre 41 e 50 anos,Feminino,Sudeste,SP,São Paulo,Catolicismo,2,Não,,CEUA- FMABC,FMABC,Centro Universitário FMABC,Faculdade de Medicina do ABC,Privada,Não há representante da sociedade protetora de animais,Entre 15 e 19,Não sei dizer,0,Raramente,Raramente,Só consenso,Uma vez por mês,Não há representante da sociedade protetora de animais,Não tenho opinião sobre isso,"Tudo depende de quem é o representante da sociedade protetora dos animais, ou seja, se é uma pessoa imparcial ou se possui invés de tomada de decisões em virtude de crenças ou opiniões pessoais.",3,Sim,"O indivíduo com formação em nível superior pode ter uma visão e formação mais ampla sobre diferentes assuntos, incluindo uso de animais em pesquisa.",1,Docente,3,Farmacêutica-bioquímica,Farmácia; Bioquímica,Livre docência,Pesquisa básica,Vice-coordenador,4,Acima de 4 anos,16,"Cerca de 16 anos, ou seja, desde que era apenas a Comissão de ética em experimentação animal e depois passou a ser chamada de CEUA.",5,5,5,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,"Bem-estar animal, Ética animal, Ética em pesquisa, Direitos dos animais",5,5,Raramente,5,5,Não,"A experimentação animal não é um ""mal necessário"". Ela é necessária em virtude de não existirem modelos que possam substituir totalmente o uso dos animais, especialmente em estudos que envolvem avaliação funcional com integração de sistemas biológicos.",1,1,"Os estudos em animais precisam ser adequadamente justificados e precisam demonstrar que o uso de animais é realmente necessário devendo obedecer o princípio dos ""3 Rs (Reduce, Refine, Replace).",3,"Produção de alimentos/agropecuária, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Pesquisa básica, Pesquisa aplicada, Pesquisas agropecuárias",1,Não,Participantes de pesquisa,,5,Nunca,Constantemente,Nunca,Constantemente,Nunca,Nunca,Nunca,Não tenho opinião sobre isso,Raramente,5,
66,True,Entre 31 e 40 anos,Feminino,Norte,PA,Belém,Ateismo ou agnosticismo,1,Não,,CEUA,IEC,Instituto Evandro Chagas,Instituto Evandro Chagas,Pública,Não há representante da sociedade protetora de animais,Entre 15 e 19,2,Não sei dizer,Raramente,Nunca,Votação e consenso,Uma vez por mês,Não há representante da sociedade protetora de animais,Não,Porque são projetos científicos e indivíduos sem formação acadêmica não possuem a capacitação para avaliar os projetos.,1,Não tenho opinião sobre isso,Ainda não tenho opinião formada.,0,Biólogo (a),1,Bacharelado em Biologia,Ciências Biológicas,Mestrado,Diagnóstico de doenças,Não ocupo nenhuma função administrativa,2,Acima de 4 anos,8,8 anos,3,1,1,"Bioética, Ética em pesquisa",Nenhuma dessas disciplinas,Não fiz essa modalidade acadêmica,Nenhuma dessas disciplinas,Bem-estar animal,4,3,Raramente,3,0,Sim,"Enquanto não houveram substitutos para ensaios in vivo, acredito que a experimentação é um mal necessário.",5,5,Para avaliação de danos principalmente o grau de sofrimento do animal e dos benefícios seria os avanços que a pesquisa trará para a ciência e se já não existem pesquisas que apresentaram os resultados que estão sendo buscados.,3,"Pesquisa básica, Pesquisa aplicada",3,Não,Objetos de pesquisa,,3,Raramente,Constantemente,Nunca,Frequentemente,Raramente,Raramente,Raramente,Sim,Frequentemente,2,Acredito que falta um sistema semelhante a plataforma Brasil para facilitar e agilizar a tramitação dos projetos. Faltam treinamento e capacitação para os membros da CEUA.
67,True,Entre 31 e 40 anos,Masculino,Sul,PR,Cascavel,Catolicismo,2,Não,,Comissão de Ética no Uso de Animais (CEUA) da Univel,UNIVEL,CENTRO UNIVERSITÁRIO UNIVEL,MEDICINA VETERINÁRIA,Privada,"Sim, apenas titular",Entre 5 e 9,1,0,Raramente,Raramente,Votação e consenso,Uma vez a cada dois meses,Não,Não,"O REPRESENTANTE MUITAS VEZES NÃO POSSUI CONHECIMENTO TÉCNICO DO ASSUNTO, APENAS PRÁTICO, O QUE IRÁ INTERFERIR NA SUA DECISÃO",1,Sim,O CORRETO SERIA TER FORMAÇÃO NA ÁREA DE ATUAÇÃO DO CEUA,4,Médico(a) Veterinário (a),5,MEDICINA VETERINÁRIA,Veterinária,Doutorado,"Ensino, Pesquisa básica, Pesquisa aplicada",Coordenador,1,De 2 anos a 2 anos e meio,2.25,,4,5,4,"Bioética, Ética animal, Ética em pesquisa, Filosofia moral, Direitos dos animais","Bem-estar animal, Bioética, Ética animal, Ética em pesquisa, Direitos dos animais","Bioética, Etologia, Direitos dos animais",Bioética,Nenhuma dessas disciplinas,5,5,Raramente,4,5,Não,"QUANDO FALAMOS UM ""MAL NECESSÁRIO"" JÁ ESTAMOS RESPONDENDO QUE A PESQUISA NÃO É ÉTICA, POIS UMA VEZ QUE ASSUMIMOS ELA SER UM ""MAL"", REALMENTE ELA É NECESSÁRIA?",1,2,A JUSTIFICATIVA DO PROJETO,3,"Produção de alimentos/agropecuária, Pesquisa básica, Pesquisa aplicada, Ensino, Esportes, Zoológico, Pesquisas agropecuárias",0,Não,Objetos de pesquisa,,5,Nunca,Frequentemente,Nunca,Frequentemente,Raramente,Raramente,Nunca,Sim,Constantemente,4,
68,True,Entre 31 e 40 anos,Feminino,Nordeste,PB,Sousa,Cristã protestante,3,Não,,Ceua IFPB,IFPB,IFPB,Medicina veterinária,Pública,"Sim, apenas titular",Entre 5 e 9,Entre 10 e 14,5,Raramente,Nunca,Votação e consenso,Uma vez a cada dois meses,Não,Não,"O representante da sociedade protetora dos animais não possui formação acadêmica que lhe possibilite está avaliação específica, este mesmo faz uma autodeclaração neste sentido.",1,Não,Os representantes da sociedade protetora dos animais têm apenas que ter por característica o cuidado ao animal e a preservação da sua qualidade de vida.,3,Médico(a) Veterinário (a),5,Médicina veterinária,Veterinária,Doutorado,"Ensino, Testes toxicológicos, Pesquisas agropecuárias, Pesquisa básica, Pesquisa aplicada",Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,4,2,3,"Bem-estar animal, Bioética","Bem-estar animal, Etologia",Bem-estar animal,Etologia,"Bem-estar animal, Bioética",4,4,Raramente,3,4,Sim,"Existem pesquisas que possuem “substituições” compatíveis com a realidade, no entanto, alguns tipos de pesquisa precisam ser realizadas nos animais, nem que sejam em sua fase de aplicação clínica.",5,1,Precisa-se ter o conhecimento claro da metodologia dos projetos propostos e da execução dos mesmos.,2,"Produção de alimentos/agropecuária, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Ensino, Pesquisas agropecuárias",2,Não,Objetos de pesquisa,,5,Nunca,Constantemente,Nunca,Frequentemente,Nunca,Nunca,Frequentemente,Não,Raramente,4,
69,True,Entre 61 e 70 anos,Feminino,Centro-oeste,DF,Brasília,Ateismo ou agnosticismo,1,Não,,CEUA  UniCEUB,UNICEUB_FACES,Centro Universitário de Brasília - UniCEUB,FACES - Faculdade de Ciências da Educação e Saúde,Privada,Não há representante da sociedade protetora de animais,Entre 5 e 9,Não sei dizer,Não sei dizer,Constantemente,Raramente,Votação e consenso,Uma vez por mês,Não há representante da sociedade protetora de animais,Sim,A participação plena desses membros possibilita a existência de diferentes concepções éticas acerca do uso de animais.,5,Não,"A atuação das CEUAS deveriam envolver diferentes concepções éticas que representam as diferentes visões da sociedade acerca do tema, o que não depende somente de concepções teóricas.",5,Docente,3,Biologia e Psicologia.,Ciências Biológicas; Psicologia,Doutorado,Não uso animais,Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,4,1,1,Etologia,Nenhuma dessas disciplinas,"Bioética, Ética em pesquisa",Nenhuma dessas disciplinas,Ética em pesquisa,4,4,Frequentemente,3,2,Sim,"Considero que até o momento ainda não se conseguiu obter resultados satisfatórios em termos de segurança para o uso, sem o uso de animais.",6,5,"Penso que o três R's se constituem em um bom parâmetro para essa avaliação, visto que propõem o menor uso de animais, respeitando a metodologia e confiabilidade do estudo; pressupõem o cuidado com o bem-estar animal, antes, durante e após o experimento, e, por fim, orientam, sempre que possível a substituição do uso de animais por métodos alternativos.",9,"Produção de alimentos/agropecuária, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Vestuário",4,Não,Sujeitos de pesquisa,,5,Nunca,Constantemente,Nunca,Constantemente,Nunca,Nunca,Nunca,Sim,Nunca,5,
70,True,Entre 41 e 50 anos,Masculino,Sudeste,RJ,Rio de Janeiro,Ateismo ou agnosticismo,1,Sim,Lar Oasis,não se aplica,UFF,Universidade Federal Fliminense,Proppi,Pública,Não sei dizer,20 ou mais,5,Não sei dizer,Constantemente,Não sei dizer,Votação e consenso,Uma vez por mês,Não sei dizer,Não tenho opinião sobre isso,Não se aplica,0,Sim,Há necessidade de conhecimento científico na área pra poder avaliar de forma isenta a necessidade ou não de uso de animais em pesquisa,1,Pesquisador(a),7,Nutrição,Nutrição,Doutorado,"Pesquisa básica, Pesquisa aplicada",Não ocupo nenhuma função administrativa,2,Acima de 4 anos,4.5,4 anos e meio,5,3,3,Ética em pesquisa,"Ética em pesquisa, Filosofia moral","Ética em pesquisa, Filosofia moral",Nenhuma dessas disciplinas,"Bem-estar animal, Bioética, Etologia, Ética animal, Ética em pesquisa, Direitos dos animais",5,4,Raramente,4,4,Sim,Ainda é necessário avanços na ciência pra que a gente não precise usar modelos in vivo não humanos para pesquisa,6,3,Formação adequado dos pesquisadores,1,"Produção de alimentos/agropecuária, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Pesquisas agropecuárias",3,Não,Objetos de pesquisa,,4,Nunca,Constantemente,Nunca,Constantemente,Nunca,Nunca,Nunca,Não,Nunca,5,
